"","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","district_75"
"466","07X043","P.S. 043 Jonas Bronck","4","2013-14","Poverty","Poverty",11534,"s","s","s","s","s","s",1
"467","07X043","P.S. 043 Jonas Bronck","4","2014-15","Poverty","Not Poverty",284,"s","s","s","s","s","s",1
"468","07X043","P.S. 043 Jonas Bronck","4","2014-15","Poverty","Poverty",11762,"s","s","s","s","s","s",1
"469","07X043","P.S. 043 Jonas Bronck","4","2015-16","Poverty","Not Poverty",204,"s","s","s","s","s","s",1
"470","07X043","P.S. 043 Jonas Bronck","4","2015-16","Poverty","Poverty",13162,"s","s","s","s","s","s",1
"471","07X043","P.S. 043 Jonas Bronck","4","2016-17","Poverty","Not Poverty",176,"s","s","s","s","s","s",1
"472","07X043","P.S. 043 Jonas Bronck","4","2016-17","Poverty","Poverty",12951,"s","s","s","s","s","s",1
"473","07X043","P.S. 043 Jonas Bronck","4","2017-18","Poverty","Not Poverty",356,"s","s","s","s","s","s",1
"474","07X043","P.S. 043 Jonas Bronck","4","2017-18","Poverty","Poverty",14410,"s","s","s","s","s","s",1
"475","07X043","P.S. 043 Jonas Bronck","4","2018-19","Poverty","Not Poverty",166,"s","s","s","s","s","s",1
"476","07X043","P.S. 043 Jonas Bronck","4","2018-19","Poverty","Poverty",12844,"s","s","s","s","s","s",1
"477","07X043","P.S. 043 Jonas Bronck","5","2013-14","Poverty","Not Poverty",179,"s","s","s","s","s","s",1
"478","07X043","P.S. 043 Jonas Bronck","5","2013-14","Poverty","Poverty",15016,"s","s","s","s","s","s",1
"479","07X043","P.S. 043 Jonas Bronck","5","2014-15","Poverty","Not Poverty",381,"s","s","s","s","s","s",1
"480","07X043","P.S. 043 Jonas Bronck","5","2014-15","Poverty","Poverty",11460,"s","s","s","s","s","s",1
"481","07X043","P.S. 043 Jonas Bronck","5","2015-16","Poverty","Not Poverty",178,"s","s","s","s","s","s",1
"482","07X043","P.S. 043 Jonas Bronck","5","2015-16","Poverty","Poverty",10760,"s","s","s","s","s","s",1
"483","07X043","P.S. 043 Jonas Bronck","5","2016-17","Poverty","Not Poverty",361,"s","s","s","s","s","s",1
"484","07X043","P.S. 043 Jonas Bronck","5","2016-17","Poverty","Poverty",12361,"s","s","s","s","s","s",1
"485","07X043","P.S. 043 Jonas Bronck","5","2017-18","Poverty","Not Poverty",91,"s","s","s","s","s","s",1
"486","07X043","P.S. 043 Jonas Bronck","5","2017-18","Poverty","Poverty",12422,"s","s","s","s","s","s",1
"487","07X043","P.S. 043 Jonas Bronck","5","2018-19","Poverty","Not Poverty",529,"s","s","s","s","s","s",1
"488","07X043","P.S. 043 Jonas Bronck","5","2018-19","Poverty","Poverty",13415,"s","s","s","s","s","s",1
"489","07X043","P.S. 043 Jonas Bronck","6","2014-15","Poverty","Poverty",107,"s","s","s","s","s","s",1
"490","07X043","P.S. 043 Jonas Bronck","6","2017-18","Poverty","Poverty",169,"s","s","s","s","s","s",1
"491","07X043","P.S. 043 Jonas Bronck","All Grades","2013-14","ELL Status","ELL",8401,"574","7827","93.2","50","10","20.0",1
"492","07X043","P.S. 043 Jonas Bronck","All Grades","2013-14","ELL Status","Not ELL",74293,"6413","67880","91.4","438","155","35.4",1
"493","07X043","P.S. 043 Jonas Bronck","All Grades","2014-15","ELL Status","ELL",8370,"601","7769","92.8","54","16","29.6",1
"494","07X043","P.S. 043 Jonas Bronck","All Grades","2014-15","ELL Status","Not ELL",75496,"6696","68800","91.1","443","148","33.4",1
"495","07X043","P.S. 043 Jonas Bronck","All Grades","2015-16","ELL Status","ELL",8544,"411","8133","95.2","52","9","17.3",1
"496","07X043","P.S. 043 Jonas Bronck","All Grades","2015-16","ELL Status","Not ELL",71547,"5810","65737","91.9","432","139","32.2",1
"497","07X043","P.S. 043 Jonas Bronck","All Grades","2016-17","ELL Status","ELL",10371,"567","9804","94.5","63","12","19.0",1
"498","07X043","P.S. 043 Jonas Bronck","All Grades","2016-17","ELL Status","Not ELL",66254,"5619","60635","91.5","395","132","33.4",1
"499","07X043","P.S. 043 Jonas Bronck","All Grades","2017-18","ELL Status","ELL",11868,"666","11202","94.4","71","14","19.7",1
"500","07X043","P.S. 043 Jonas Bronck","All Grades","2017-18","ELL Status","Not ELL",60024,"5660","54364","90.6","359","126","35.1",1
"501","07X043","P.S. 043 Jonas Bronck","All Grades","2018-19","ELL Status","ELL",10357,"592","9765","94.3","64","11","17.2",1
"502","07X043","P.S. 043 Jonas Bronck","All Grades","2018-19","ELL Status","Not ELL",53536,"5072","48464","90.5","313","118","37.7",1
"503","07X043","P.S. 043 Jonas Bronck","0K","2013-14","ELL Status","ELL",1834,"158","1676","91.4","11","2","18.2",1
"504","07X043","P.S. 043 Jonas Bronck","0K","2013-14","ELL Status","Not ELL",12034,"1082","10952","91.0","70","26","37.1",1
"505","07X043","P.S. 043 Jonas Bronck","0K","2014-15","ELL Status","ELL",1674,"136","1538","91.9","11","4","36.4",1
"506","07X043","P.S. 043 Jonas Bronck","0K","2014-15","ELL Status","Not ELL",11739,"1441","10298","87.7","70","32","45.7",1
"507","07X043","P.S. 043 Jonas Bronck","0K","2015-16","ELL Status","ELL",2581,"142","2439","94.5","15","4","26.7",1
"508","07X043","P.S. 043 Jonas Bronck","0K","2015-16","ELL Status","Not ELL",10930,"1230","9700","88.7","67","31","46.3",1
"509","07X043","P.S. 043 Jonas Bronck","0K","2016-17","ELL Status","ELL",1340,"s","s","s","s","s","s",1
"510","07X043","P.S. 043 Jonas Bronck","0K","2016-17","ELL Status","Not ELL",7874,"s","s","s","s","s","s",1
"511","07X043","P.S. 043 Jonas Bronck","0K","2017-18","ELL Status","ELL",2821,"s","s","s","s","s","s",1
"512","07X043","P.S. 043 Jonas Bronck","0K","2017-18","ELL Status","Not ELL",6494,"s","s","s","s","s","s",1
"513","07X043","P.S. 043 Jonas Bronck","0K","2018-19","ELL Status","ELL",1615,"70","1545","95.7","9","0","0.0",1
"514","07X043","P.S. 043 Jonas Bronck","0K","2018-19","ELL Status","Not ELL",5647,"681","4966","87.9","34","16","47.1",1
"515","07X043","P.S. 043 Jonas Bronck","1","2013-14","ELL Status","ELL",2223,"182","2041","91.8","14","4","28.6",1
"516","07X043","P.S. 043 Jonas Bronck","1","2013-14","ELL Status","Not ELL",14341,"1258","13083","91.2","86","32","37.2",1
"517","07X043","P.S. 043 Jonas Bronck","1","2014-15","ELL Status","ELL",2068,"136","1932","93.4","13","3","23.1",1
"518","07X043","P.S. 043 Jonas Bronck","1","2014-15","ELL Status","Not ELL",15413,"1425","13988","90.8","91","31","34.1",1
"519","07X043","P.S. 043 Jonas Bronck","1","2015-16","ELL Status","ELL",2151,"125","2026","94.2","13","1","7.7",1
"520","07X043","P.S. 043 Jonas Bronck","1","2015-16","ELL Status","Not ELL",11875,"1083","10792","90.9","74","27","36.5",1
"521","07X043","P.S. 043 Jonas Bronck","1","2016-17","ELL Status","ELL",3060,"175","2885","94.3","19","5","26.3",1
"522","07X043","P.S. 043 Jonas Bronck","1","2016-17","ELL Status","Not ELL",10375,"947","9428","90.9","62","25","40.3",1
"523","07X043","P.S. 043 Jonas Bronck","1","2017-18","ELL Status","ELL",2132,"123","2009","94.2","12","2","16.7",1
"524","07X043","P.S. 043 Jonas Bronck","1","2017-18","ELL Status","Not ELL",8081,"742","7339","90.8","49","19","38.8",1
"525","07X043","P.S. 043 Jonas Bronck","1","2018-19","ELL Status","ELL",2544,"95","2449","96.3","15","1","6.7",1
"526","07X043","P.S. 043 Jonas Bronck","1","2018-19","ELL Status","Not ELL",6800,"698","6102","89.7","42","19","45.2",1
"527","07X043","P.S. 043 Jonas Bronck","2","2013-14","ELL Status","ELL",1420,"50","1370","96.5","8","0","0.0",1
"528","07X043","P.S. 043 Jonas Bronck","2","2013-14","ELL Status","Not ELL",12423,"1165","11258","90.6","76","32","42.1",1
"529","07X043","P.S. 043 Jonas Bronck","2","2014-15","ELL Status","ELL",1208,"115","1093","90.5","8","3","37.5",1
"530","07X043","P.S. 043 Jonas Bronck","2","2014-15","ELL Status","Not ELL",12941,"792","12149","93.9","75","17","22.7",1
"531","07X043","P.S. 043 Jonas Bronck","2","2015-16","ELL Status","ELL",1154,"36","1118","96.9","7","1","14.3",1
"532","07X043","P.S. 043 Jonas Bronck","2","2015-16","ELL Status","Not ELL",13903,"1130","12773","91.9","84","28","33.3",1
"533","07X043","P.S. 043 Jonas Bronck","2","2016-17","ELL Status","ELL",2118,"132","1986","93.8","12","4","33.3",1
"534","07X043","P.S. 043 Jonas Bronck","2","2016-17","ELL Status","Not ELL",10529,"1036","9493","90.2","65","24","36.9",1
"535","07X043","P.S. 043 Jonas Bronck","2","2017-18","ELL Status","ELL",2648,"96","2552","96.4","16","1","6.3",1
"536","07X043","P.S. 043 Jonas Bronck","2","2017-18","ELL Status","Not ELL",9686,"1048","8638","89.2","57","23","40.4",1
"537","07X043","P.S. 043 Jonas Bronck","2","2018-19","ELL Status","ELL",1952,"160","1792","91.8","13","4","30.8",1
"538","07X043","P.S. 043 Jonas Bronck","2","2018-19","ELL Status","Not ELL",8399,"764","7635","90.9","49","15","30.6",1
"539","07X043","P.S. 043 Jonas Bronck","3","2013-14","ELL Status","ELL",525,"s","s","s","s","s","s",1
"540","07X043","P.S. 043 Jonas Bronck","3","2013-14","ELL Status","Not ELL",10916,"s","s","s","s","s","s",1
"541","07X043","P.S. 043 Jonas Bronck","3","2014-15","ELL Status","ELL",1542,"35","1507","97.7","10","0","0.0",1
"542","07X043","P.S. 043 Jonas Bronck","3","2014-15","ELL Status","Not ELL",13287,"1115","12172","91.6","79","26","32.9",1
"543","07X043","P.S. 043 Jonas Bronck","3","2015-16","ELL Status","ELL",603,"s","s","s","s","s","s",1
"544","07X043","P.S. 043 Jonas Bronck","3","2015-16","ELL Status","Not ELL",12590,"s","s","s","s","s","s",1
"545","07X043","P.S. 043 Jonas Bronck","3","2016-17","ELL Status","ELL",1661,"93","1568","94.4","10","1","10.0",1
"546","07X043","P.S. 043 Jonas Bronck","3","2016-17","ELL Status","Not ELL",13819,"1160","12659","91.6","79","25","31.6",1
"547","07X043","P.S. 043 Jonas Bronck","3","2017-18","ELL Status","ELL",1688,"s","s","s","s","s","s",1
"548","07X043","P.S. 043 Jonas Bronck","3","2017-18","ELL Status","Not ELL",10894,"s","s","s","s","s","s",1
"549","07X043","P.S. 043 Jonas Bronck","3","2018-19","ELL Status","ELL",1674,"73","1601","95.6","11","2","18.2",1
"550","07X043","P.S. 043 Jonas Bronck","3","2018-19","ELL Status","Not ELL",8308,"900","7408","89.2","49","22","44.9",1
"551","07X043","P.S. 043 Jonas Bronck","4","2013-14","ELL Status","ELL",788,"s","s","s","s","s","s",1
"552","07X043","P.S. 043 Jonas Bronck","4","2013-14","ELL Status","Not ELL",10995,"s","s","s","s","s","s",1
"553","07X043","P.S. 043 Jonas Bronck","4","2014-15","ELL Status","ELL",801,"s","s","s","s","s","s",1
"554","07X043","P.S. 043 Jonas Bronck","4","2014-15","ELL Status","Not ELL",11245,"s","s","s","s","s","s",1
"555","07X043","P.S. 043 Jonas Bronck","4","2015-16","ELL Status","ELL",993,"s","s","s","s","s","s",1
"556","07X043","P.S. 043 Jonas Bronck","4","2015-16","ELL Status","Not ELL",12373,"s","s","s","s","s","s",1
"557","07X043","P.S. 043 Jonas Bronck","4","2016-17","ELL Status","ELL",718,"s","s","s","s","s","s",1
"558","07X043","P.S. 043 Jonas Bronck","4","2016-17","ELL Status","Not ELL",12409,"s","s","s","s","s","s",1
"559","07X043","P.S. 043 Jonas Bronck","4","2017-18","ELL Status","ELL",2059,"148","1911","92.8","12","3","25.0",1
"560","07X043","P.S. 043 Jonas Bronck","4","2017-18","ELL Status","Not ELL",12707,"1225","11482","90.4","76","29","38.2",1
"561","07X043","P.S. 043 Jonas Bronck","4","2018-19","ELL Status","ELL",995,"74","921","92.6","7","2","28.6",1
"562","07X043","P.S. 043 Jonas Bronck","4","2018-19","ELL Status","Not ELL",12015,"923","11092","92.3","68","22","32.4",1
"563","07X043","P.S. 043 Jonas Bronck","5","2013-14","ELL Status","ELL",1611,"88","1523","94.5","9","1","11.1",1
"564","07X043","P.S. 043 Jonas Bronck","5","2013-14","ELL Status","Not ELL",13584,"1036","12548","92.4","76","20","26.3",1
"565","07X043","P.S. 043 Jonas Bronck","5","2014-15","ELL Status","ELL",1077,"s","s","s","s","s","s",1
"566","07X043","P.S. 043 Jonas Bronck","5","2014-15","ELL Status","Not ELL",10764,"s","s","s","s","s","s",1
"567","07X043","P.S. 043 Jonas Bronck","5","2015-16","ELL Status","ELL",1062,"38","1024","96.4","6","0","0.0",1
"568","07X043","P.S. 043 Jonas Bronck","5","2015-16","ELL Status","Not ELL",9876,"691","9185","93.0","58","16","27.6",1
"569","07X043","P.S. 043 Jonas Bronck","5","2016-17","ELL Status","ELL",1474,"56","1418","96.2","9","0","0.0",1
"570","07X043","P.S. 043 Jonas Bronck","5","2016-17","ELL Status","Not ELL",11248,"980","10268","91.3","67","24","35.8",1
"571","07X043","P.S. 043 Jonas Bronck","5","2017-18","ELL Status","ELL",520,"s","s","s","s","s","s",1
"572","07X043","P.S. 043 Jonas Bronck","5","2017-18","ELL Status","Not ELL",11993,"s","s","s","s","s","s",1
"573","07X043","P.S. 043 Jonas Bronck","5","2018-19","ELL Status","ELL",1577,"120","1457","92.4","9","2","22.2",1
"574","07X043","P.S. 043 Jonas Bronck","5","2018-19","ELL Status","Not ELL",12367,"1106","11261","91.1","71","24","33.8",1
"575","07X043","P.S. 043 Jonas Bronck","6","2014-15","ELL Status","Not ELL",107,"s","s","s","s","s","s",1
"576","07X043","P.S. 043 Jonas Bronck","6","2017-18","ELL Status","Not ELL",169,"s","s","s","s","s","s",1
