"","X","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","gifted_talented_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities","treatment_indicator","new_outcome_labelled","ps","iptw","stable.iptw"
"517",5264,"25Q201",93,"SWD",0.743,"Queens",1,0,0.541,0.388,0.459,0.035,482,0.779,23.5,0.243,0,"SC",0.210788553194405,1.26708755181845,0.982227749377948
"518",5274,"25Q209",93.8,"SWD",0.409,"Queens",0,0,0.474,0.005,0.526,0.35,580,0.331,25,0.131,1,"no SC",0.639548510658597,1.56360304704676,0.593181209283896
"519",5284,"25Q214",96,"SWD",0.796,"Queens",0,1,0.527,0.06,0.473,0.026,529,0.721,6.7,0.14,1,"no SC",0.271381087478444,3.68485515807888,1.3979167173111
"520",5297,"25Q219",92.2,"SWD",0.74,"Queens",1,0,0.517,0.07,0.483,0.151,642,0.59,27.3,0.287,0,"SC",0.165663520488602,1.19855720630317,0.92910402723028
"521",5302,"25Q499",98.4,"SWD",0.504,"Queens",0,0,0.49,0.209,0.51,0.081,506,0.404,0,0.103,1,"no SC",0.580847851875745,1.72162124172566,0.653128280879544
"522",5318,"26Q018",95.6,"SWD",0.59,"Queens",1,1,0.489,0.112,0.511,0.066,617,0.431,14.3,0.135,0,"SC",0.460696616639224,1.85424388359721,1.43738275541394
"523",5330,"26Q026",94.3,"SWD",0.687,"Queens",1,0,0.464,0.078,0.536,0.11,709,0.569,16.7,0.181,0,"SC",0.39990324055581,1.66639793377021,1.29176732081865
"524",5345,"26Q031",95.7,"SWD",0.575,"Queens",1,0,0.528,0.076,0.472,0.138,551,0.457,15.8,0.176,0,"SC",0.354537008223365,1.54927550105933,1.20097572293878
"525",5355,"26Q041",94.7,"SWD",0.399,"Queens",1,0,0.486,0.021,0.514,0.251,486,0.335,25,0.183,0,"SC",0.590399446088807,2.44140294843648,1.89253988007849
"526",5363,"26Q046",94.7,"SWD",0.529,"Queens",1,0,0.536,0.045,0.464,0.137,556,0.437,21.4,0.261,0,"SC",0.302858121148911,1.43442824242323,1.11194780674588
"527",5371,"26Q094",96.3,"SWD",0.5,"Queens",0,0,0.515,0.043,0.485,0.168,328,0.419,7.1,0.155,1,"no SC",0.48022753224437,2.08234624809295,0.789975862431676
"528",5387,"26Q098",95,"SWD",0.221,"Queens",0,0,0.522,0.045,0.478,0.478,289,0.207,9.1,0.17,1,"no SC",0.647211179462001,1.54509073967365,0.586158229317878
"529",5401,"26Q115",96,"SWD",0.444,"Queens",1,1,0.515,0.056,0.485,0.07,753,0.384,7.7,0.114,0,"SC",0.599263466351292,2.49540512539497,1.93440157831657
"530",5409,"26Q133",95.1,"SWD",0.617,"Queens",1,0,0.501,0.058,0.499,0.099,553,0.435,6.7,0.179,0,"SC",0.354559838825781,1.54933030225567,1.20101820402516
"531",5419,"26Q159",94,"SWD",0.51,"Queens",0,0,0.475,0.003,0.525,0.218,678,0.416,10,0.143,1,"no SC",0.561612026467285,1.78058864994454,0.675498637973488
"532",5429,"26Q162",94.7,"SWD",0.641,"Queens",0,0,0.526,0.019,0.474,0.137,680,0.462,28.6,0.154,1,"no SC",0.310697812351245,3.21856144538763,1.2210197299983
"533",5444,"26Q173",97.3,"SWD",0.586,"Queens",1,0,0.526,0.017,0.474,0.256,948,0.445,3.6,0.15,0,"SC",0.351015581210169,1.54086904253373,1.19445915916544
"534",5447,"26Q178",95,"SWD",0.383,"Queens",0,0,0.511,0.069,0.489,0.675,566,0.332,6.7,0.163,1,"no SC",0.490446232727981,2.03895948886743,0.773516307461561
"535",5462,"26Q186",95.4,"SWD",0.363,"Queens",0,0,0.608,0.128,0.392,0.292,383,0.291,13,0.29,1,"no SC",0.237783048828317,4.20551424892368,1.59543819804452
"536",5473,"26Q188",94.9,"SWD",0.264,"Queens",1,1,0.518,0.018,0.482,0.275,734,0.226,0,0.099,0,"SC",0.719016685558881,3.55893018768399,2.75883066124774
"537",5491,"26Q203",96.1,"SWD",0.45,"Queens",1,1,0.534,0.016,0.466,0.132,938,0.325,7.1,0.098,0,"SC",0.5318685360583,2.13615207911882,1.65591386798071
"538",5501,"26Q205",97.2,"SWD",0.283,"Queens",0,0,0.523,0.018,0.477,0.28,325,0.233,0,0.182,1,"no SC",0.606763784210666,1.64808781608627,0.625232040573579
"539",5513,"26Q221",92.8,"SWD",0.411,"Queens",0,0,0.54,0.027,0.46,0.182,628,0.267,29.4,0.131,1,"no SC",0.494118627085863,2.02380550981785,0.767767370328783
"540",5525,"26Q266",95.5,"SWD",0.538,"Queens",1,0,0.525,0.199,0.475,0.145,649,0.358,11.1,0.234,0,"SC",0.292443955360735,1.41331560598826,1.09558159958112
"541",5537,"27Q042",87.6,"SWD",0.96,"Queens",1,0,0.523,0.726,0.477,0.014,658,0.911,61.5,0.271,0,"SC",0.0918382592542038,1.10112544399722,0.85357634923332
"542",5545,"27Q043",86.1,"SWD",0.917,"Queens",1,0,0.478,0.579,0.522,0.049,901,0.87,57.1,0.219,0,"SC",0.185221657005336,1.22732766352695,0.951406465137537
"543",5575,"27Q056",94.8,"SWD",0.822,"Queens",1,0,0.499,0.047,0.501,0.124,387,0.691,4.5,0.202,0,"SC",0.217081328503648,1.27727187561992,0.990122488326407
"544",5578,"27Q060",92,"SWD",0.884,"Queens",1,0,0.519,0.031,0.481,0.039,1176,0.77,28.6,0.168,0,"SC",0.19645160813705,1.24448012108094,0.964702799518994
"545",5594,"27Q062",93.3,"SWD",0.721,"Queens",1,0,0.511,0.035,0.489,0.023,944,0.737,20.8,0.119,0,"SC",0.422113186269365,1.73044266842559,1.34141386299308
"546",5606,"27Q063",92.3,"SWD",0.866,"Queens",1,0,0.5,0.055,0.5,0.068,1227,0.706,32.6,0.17,0,"SC",0.212411351289381,1.26969834016415,0.984251594342108
"547",5617,"27Q064",94.2,"SWD",0.763,"Queens",1,0,0.503,0.032,0.497,0.018,616,0.798,7.7,0.12,0,"SC",0.414454904580574,1.70781039380699,1.32386965452064
"548",5628,"27Q065",92.3,"SWD",0.724,"Queens",1,0,0.502,0.064,0.498,0.029,456,0.774,23.8,0.215,0,"SC",0.348803131216356,1.53563391953631,1.19040096833869
"549",5644,"27Q066",90.9,"SWD",0.87,"Queens",0,0,0.52,0.053,0.48,0.101,494,0.678,37.9,0.275,1,"no SC",0.113301617526221,8.82599932669603,3.34830311544656
"550",5661,"27Q090",94.5,"SWD",0.912,"Queens",1,0,0.501,0.045,0.499,0.046,850,0.754,15.4,0.175,0,"SC",0.186991727418548,1.22999978441156,0.953477854189375
"551",5668,"27Q096",94.5,"SWD",0.856,"Queens",1,0,0.516,0.212,0.484,0.042,306,0.714,14.3,0.105,0,"SC",0.243020266507651,1.32103933005771,1.02405037926555
"552",5677,"27Q097",94.3,"SWD",0.883,"Queens",1,0,0.522,0.022,0.478,0.058,720,0.745,23.1,0.175,0,"SC",0.179344846316915,1.21853862187061,0.944593328513391
"553",5693,"27Q100",93,"SWD",0.651,"Queens",0,0,0.49,0.07,0.51,0.039,957,0.673,25,0.199,1,"no SC",0.433437026872138,2.30714022568957,0.875255539855142
"554",5700,"27Q104",90.2,"SWD",0.811,"Queens",1,0,0.544,0.456,0.456,0.045,689,0.855,59.1,0.212,0,"SC",0.189389950727833,1.23363878957321,0.956298757800004
"555",5711,"27Q105",89.4,"SWD",0.888,"Queens",1,0,0.523,0.628,0.477,0.015,815,0.937,52.4,0.317,0,"SC",0.11612703513807,1.1313843049337,0.87703257594293
"556",5721,"27Q106",88.4,"SWD",0.943,"Queens",1,0,0.521,0.607,0.479,0.024,211,0.934,55.6,0.327,0,"SC",0.0870408265650253,1.09533923213405,0.849090962373013
"557",5728,"27Q108",93.9,"SWD",0.853,"Queens",1,1,0.518,0.059,0.482,0.055,1471,0.663,17.8,0.163,0,"SC",0.190791982264198,1.23577618867154,0.957955638339045
"558",5739,"27Q114",94.2,"SWD",0.245,"Queens",1,0,0.514,0.021,0.486,0.851,669,0.178,26.7,0.233,0,"SC",0.483068357182419,1.93449175320244,1.49958973096318
"559",5747,"27Q123",91.7,"SWD",0.865,"Queens",1,0,0.525,0.551,0.475,0.029,688,0.737,25.9,0.205,0,"SC",0.142825364626857,1.16662341456789,0.904349418647603
"560",5766,"27Q124",92.9,"SWD",0.641,"Queens",1,0,0.523,0.2,0.477,0.03,1229,0.687,30.8,0.124,0,"SC",0.452553895393134,1.8266638333615,1.41600310360387
"561",5775,"27Q146",94.1,"SWD",0.475,"Queens",1,0,0.485,0.021,0.515,0.54,678,0.32,10.5,0.226,0,"SC",0.384126322504794,1.62370959588184,1.25867594525536
"562",5785,"27Q155",93.2,"SWD",0.923,"Queens",1,0,0.5,0.225,0.5,0.021,520,0.658,15.4,0.138,0,"SC",0.169178057973816,1.20362733507162,0.933034316942418
"563",5795,"27Q183",89.6,"SWD",0.928,"Queens",1,0,0.537,0.558,0.463,0.055,525,0.913,39.1,0.356,0,"SC",0.0699117793063979,1.07516682584611,0.833453607875056
"564",5804,"27Q197",93.3,"SWD",0.96,"Queens",1,0,0.546,0.454,0.454,0.046,498,0.886,25.9,0.245,0,"SC",0.087617286815933,1.09603128769304,0.84962743372669
"565",5806,"27Q207",96.3,"SWD",0.356,"Queens",0,0,0.51,0.013,0.49,0.759,680,0.178,0,0.2,1,"no SC",0.402862547346969,2.48223620335384,0.941681378540872
"566",5815,"27Q223",92.1,"SWD",0.936,"Queens",1,0,0.565,0.61,0.435,0.007,559,0.76,32.1,0.225,0,"SC",0.0709952745739631,1.07642078950826,0.83442566217699
"567",5830,"27Q232",93.8,"SWD",0.627,"Queens",1,0,0.509,0.085,0.491,0.334,970,0.499,21.4,0.196,0,"SC",0.295445790742626,1.41933720196497,1.10024945276567
"568",5840,"27Q253",92.7,"SWD",0.972,"Queens",1,0,0.486,0.315,0.514,0.014,562,0.874,26.1,0.244,0,"SC",0.140349511850454,1.16326345856275,0.901744829864299
"569",5847,"27Q254",91.5,"SWD",0.815,"Queens",1,0,0.528,0.035,0.472,0.083,648,0.694,35.7,0.142,0,"SC",0.232901795267255,1.30361405336413,1.01054255947483
"570",5856,"27Q273",89.7,"SWD",0.932,"Queens",1,0,0.559,0.05,0.441,0.029,340,0.727,40,0.191,0,"SC",0.0996229432729638,1.11064580392031,0.860956393088305
"571",5875,"27Q306",88.6,"SWD",0.835,"Queens",1,0,0.532,0.05,0.468,0.038,417,0.676,45.5,0.192,0,"SC",0.173362095043658,1.20971950838961,0.937756880650318
"572",5884,"27Q317",92.6,"SWD",0.74,"Queens",1,0,0.491,0.239,0.509,0.223,503,0.668,27.3,0.201,0,"SC",0.273920362075526,1.37725939107525,1.06763134880778
"573",5902,"27Q362",94,"SWD",0.903,"Queens",1,0,0.48,0.386,0.52,0.005,554,0.833,27.3,0.177,0,"SC",0.231951014359269,1.30200028734595,1.00929159164567
"574",5911,"28Q040",91.9,"SWD",0.939,"Queens",1,0,0.478,0.572,0.522,0.05,458,0.864,29,0.277,0,"SC",0.133997594758074,1.15473120391697,0.895130750777324
"575",5916,"28Q048",93.9,"SWD",0.908,"Queens",1,0,0.526,0.542,0.474,0.015,601,0.849,11.5,0.26,0,"SC",0.11485875340928,1.12976319186534,0.875775912787862
"576",5928,"28Q050",89.1,"SWD",0.952,"Queens",1,0,0.526,0.189,0.474,0.023,797,0.777,37.5,0.187,0,"SC",0.124476174316924,1.14217337171813,0.885396102812371
"577",5946,"28Q054",91.4,"SWD",0.805,"Queens",1,0,0.504,0.071,0.496,0.012,565,0.836,30.8,0.166,0,"SC",0.327696129857652,1.48742264385339,1.15302829212487
"578",5957,"28Q055",92.9,"SWD",0.832,"Queens",1,0,0.495,0.08,0.505,0.018,513,0.725,25.9,0.185,0,"SC",0.251864848194912,1.33665688290039,1.03615687795022
"579",5966,"28Q080",91.1,"SWD",0.782,"Queens",1,0,0.486,0.845,0.514,0.011,523,0.635,39.1,0.241,0,"SC",0.186653276210466,1.2294879548304,0.953081091379381
"580",5976,"28Q082",94.7,"SWD",0.814,"Queens",1,0,0.517,0.063,0.483,0.012,656,0.86,15.8,0.175,0,"SC",0.294872079461612,1.41818239056038,1.0993542598445
"581",5986,"28Q086",93.3,"SWD",0.798,"Queens",1,0,0.494,0.078,0.506,0.043,944,0.831,23.7,0.176,0,"SC",0.337476060286736,1.50937942021053,1.17004886421865
"582",6000,"28Q099",92.7,"SWD",0.674,"Queens",1,0,0.522,0.062,0.478,0.288,785,0.573,28.1,0.217,0,"SC",0.242818357150961,1.32068706293157,1.02377730693839
"583",6012,"28Q101",95.8,"SWD",0.188,"Queens",0,0,0.474,0.031,0.526,0.44,654,0.155,6.7,0.15,1,"no SC",0.77382146266609,1.29228775401841,0.490252826073243
"584",6023,"28Q117",94,"SWD",0.601,"Queens",1,0,0.519,0.096,0.481,0.16,1016,0.659,22.7,0.179,0,"SC",0.424501193380104,1.73762306454352,1.34698000110914
"585",6035,"28Q121",91.9,"SWD",0.828,"Queens",1,1,0.519,0.166,0.481,0.024,928,0.612,30.4,0.129,0,"SC",0.21627718006122,1.27596131509622,0.989106560964662
"586",6042,"28Q139",93.5,"SWD",0.632,"Queens",1,0,0.531,0.015,0.469,0.383,750,0.564,20,0.177,0,"SC",0.291132909265581,1.41070168593093,1.09355532695988
"587",6062,"28Q140",89.5,"SWD",0.913,"Queens",1,0,0.505,0.67,0.495,0.017,473,0.785,33.3,0.207,0,"SC",0.139218631515669,1.16173518225749,0.900560132411003
"588",6064,"28Q144",93.8,"SWD",0.219,"Queens",1,1,0.53,0.012,0.47,0.357,893,0.211,20,0.135,0,"SC",0.693884969644203,3.26674583354402,2.53233362072479
"589",6074,"28Q160",90.7,"SWD",0.859,"Queens",1,0,0.552,0.484,0.448,0.012,659,0.775,32.3,0.205,0,"SC",0.131682698798354,1.15165274101543,0.892744371333395
"590",6094,"28Q161",93.2,"SWD",0.847,"Queens",1,0,0.516,0.059,0.484,0.03,708,0.729,22.7,0.137,0,"SC",0.2437508628886,1.32231555836168,1.02503969279238
"591",6105,"28Q174",92.1,"SWD",0.383,"Queens",1,1,0.507,0.031,0.493,0.322,673,0.355,40,0.101,0,"SC",0.647863993510439,2.83981183852508,2.20138062820382
"592",6115,"28Q175",88.3,"SWD",0.604,"Queens",1,0,0.527,0.01,0.473,0.649,808,0.467,58.3,0.144,0,"SC",0.278367149799936,1.38574622777048,1.07421022056336
"593",6127,"28Q182",94.7,"SWD",0.967,"Queens",1,0,0.491,0.13,0.509,0.011,760,0.817,20.7,0.17,0,"SC",0.17755363266819,1.21588475518983,0.942536089853542
"594",6137,"28Q196",94,"SWD",0.251,"Queens",1,0,0.478,0.023,0.522,0.421,993,0.201,23.1,0.119,0,"SC",0.751904206587381,4.03070115073194,3.12454061601088
"595",6146,"28Q206",92.9,"SWD",0.789,"Queens",0,0,0.51,0.162,0.49,0.302,610,0.68,20,0.13,1,"no SC",0.25144332108996,3.97703942051507,1.50876212302515
"596",6156,"28Q220",91.9,"SWD",0.749,"Queens",1,1,0.494,0.075,0.506,0.364,706,0.643,23.5,0.112,0,"SC",0.322306558033543,1.47559344398894,1.14385846929524
"597",6172,"28Q354",94,"SWD",0.787,"Queens",1,0,0.537,0.86,0.463,0.006,616,0.703,10.7,0.19,0,"SC",0.16899110116774,1.2033565481732,0.93282440689681
"598",6183,"29Q015",94,"SWD",0.753,"Queens",1,0,0.453,0.905,0.547,0.007,433,0.635,16.7,0.164,0,"SC",0.331048271347938,1.49487617292656,1.15880615891549
"599",6188,"29Q033",93.1,"SWD",0.821,"Queens",1,0,0.536,0.145,0.464,0.036,974,0.611,16.7,0.137,0,"SC",0.19154588749403,1.23692858324425,0.958848957767469
"600",6205,"29Q034",93,"SWD",0.909,"Queens",1,0,0.512,0.7,0.488,0.014,580,0.664,30.4,0.167,0,"SC",0.127032199961827,1.1455176238531,0.887988518185065
"601",6210,"29Q035",90.2,"SWD",0.902,"Queens",1,0,0.493,0.35,0.507,0.023,706,0.748,43.8,0.144,0,"SC",0.210224439380227,1.26618250787003,0.981526172537993
"602",6225,"29Q036",93.8,"SWD",0.724,"Queens",1,0,0.521,0.815,0.479,0.009,449,0.735,16.7,0.218,0,"SC",0.237346266472039,1.31121104642614,1.01643163745261
"603",6229,"29Q037",91.4,"SWD",0.8,"Queens",1,0,0.521,0.865,0.479,0.002,445,0.732,33.3,0.216,0,"SC",0.171009574685658,1.20628654983658,0.935095701358956
"604",6244,"29Q038",95.1,"SWD",0.796,"Queens",0,0,0.522,0.856,0.478,0.022,270,0.54,18.2,0.174,1,"no SC",0.146595951077605,6.82147080222305,2.58784881955813
"605",6250,"29Q052",91.5,"SWD",0.747,"Queens",1,0,0.526,0.781,0.474,0.022,462,0.767,23.5,0.221,0,"SC",0.217441101245204,1.277859087145,0.990577686117486
"606",6256,"29Q095",89.9,"SWD",0.754,"Queens",1,0,0.495,0.094,0.505,0.016,1490,0.779,47.6,0.117,0,"SC",0.431934429097488,1.76036016125965,1.36460546613941
"607",6275,"29Q116",89.5,"SWD",0.795,"Queens",1,0,0.491,0.54,0.509,0.016,792,0.816,48,0.246,0,"SC",0.242573906035705,1.32026082540423,1.02344689383743
"608",6277,"29Q118",94.6,"SWD",0.748,"Queens",1,0,0.518,0.79,0.482,0.022,448,0.74,9.5,0.219,0,"SC",0.220655654793704,1.28312985928613,0.994663511639362
"609",6291,"29Q131",95.7,"SWD",0.919,"Queens",0,0,0.488,0.055,0.512,0.046,812,0.713,7.1,0.103,1,"no SC",0.240032954319551,4.16609462161066,1.58048364660436
"610",6303,"29Q132",89.8,"SWD",0.841,"Queens",0,0,0.532,0.88,0.468,0.008,391,0.658,33.3,0.225,1,"no SC",0.110502326339441,9.04958323617731,3.43312373155691
"611",6310,"29Q134",87.7,"SWD",0.859,"Queens",1,0,0.534,0.772,0.466,0.005,382,0.711,37.5,0.199,0,"SC",0.126351568657153,1.14462518803238,0.887296714981414
"612",6324,"29Q135",91,"SWD",0.593,"Queens",1,0,0.52,0.277,0.48,0.042,989,0.612,36,0.169,0,"SC",0.426096659625187,1.74245370195424,1.35072464062137
"613",6336,"29Q136",92.6,"SWD",0.801,"Queens",1,0,0.505,0.851,0.495,0.016,618,0.682,33.3,0.154,0,"SC",0.219843749493558,1.28179451148516,0.993628369542587
"614",6344,"29Q138",91.9,"SWD",0.801,"Queens",1,0,0.531,0.806,0.469,0.031,763,0.633,16.7,0.185,0,"SC",0.151353749039236,1.17834727823034,0.913437586393124
"615",6355,"29Q147",91.5,"SWD",0.745,"Queens",1,0,0.514,0.89,0.486,0.01,593,0.579,40,0.191,0,"SC",0.193514183919218,1.23994741142457,0.961189109247182
"616",6364,"29Q156",84.8,"SWD",0.75,"Queens",1,0,0.515,0.908,0.485,0.008,260,0.648,57.1,0.127,0,"SC",0.259505366719478,1.35044867991794,1.046848077406
"617",6370,"29Q176",92.8,"SWD",0.767,"Queens",0,1,0.479,0.704,0.521,0.006,716,0.437,30,0.099,1,"no SC",0.265407266284135,3.76779435620062,1.42938120820718
"618",6383,"29Q181",87.2,"SWD",0.739,"Queens",1,0,0.525,0.794,0.475,0.003,326,0.646,54.5,0.282,0,"SC",0.150997205499092,1.17785242460581,0.913053983096571
"619",6393,"29Q195",92.1,"SWD",0.848,"Queens",0,0,0.489,0.908,0.511,0.004,564,0.578,28,0.172,1,"no SC",0.15882229907078,6.2963450715088,2.38863283788075
"620",6400,"29Q208",94,"SWD",0.472,"Queens",1,0,0.492,0.744,0.508,0.011,707,0.338,14.3,0.192,0,"SC",0.447967785500116,1.81148848515291,1.40423939548792
"621",6409,"29Q251",94,"SWD",0.761,"Queens",1,0,0.522,0.838,0.478,0.012,339,0.55,15.8,0.227,0,"SC",0.144283457470544,1.16861127522912,0.905890379175987
"622",6422,"29Q268",92.4,"SWD",0.791,"Queens",1,0,0.508,0.285,0.492,0.022,632,0.717,35.7,0.141,0,"SC",0.290633412621134,1.40970834797144,1.09278530589312
"623",6430,"29Q270",95.2,"SWD",0.681,"Queens",1,0,0.499,0.96,0.501,0,753,0.426,7.1,0.165,0,"SC",0.239125136346707,1.31427656211241,1.01880798040452
"624",6435,"29Q295",95.6,"SWD",0.782,"Queens",1,0,0.544,0.24,0.456,0.034,496,0.596,15.4,0.175,0,"SC",0.176348152885386,1.21410521144724,0.941156613555561
"625",6454,"30Q002",92.9,"SWD",0.734,"Queens",1,0,0.53,0.026,0.47,0.398,568,0.615,21.1,0.188,0,"SC",0.200323708900578,1.25050599990299,0.969373972702658
"626",6463,"30Q011",94.7,"SWD",0.689,"Queens",1,0,0.504,0.022,0.496,0.096,1027,0.705,9.8,0.205,0,"SC",0.358474162414119,1.55878367076077,1.20834631711213
"627",6474,"30Q017",91.4,"SWD",0.74,"Queens",1,0,0.525,0.108,0.475,0.179,547,0.778,30.8,0.197,0,"SC",0.277126360468057,1.38336763897975,1.07236637330018
"628",6489,"30Q069",92.8,"SWD",0.628,"Queens",1,0,0.48,0.004,0.52,0.073,1033,0.659,31.3,0.11,0,"SC",0.577553415834911,2.36716318105961,1.83499029755733
"629",6508,"30Q076",91.5,"SWD",0.775,"Queens",1,0,0.512,0.319,0.488,0.088,457,0.851,27.3,0.344,0,"SC",0.173975536993738,1.21061789908808,0.938453299988159
"630",6524,"30Q078",92.4,"SWD",0.275,"Queens",1,0,0.507,0.037,0.493,0.399,706,0.25,31.3,0.126,0,"SC",0.690076352050295,3.22660115359213,2.50121405161368
"631",6528,"30Q084",91,"SWD",0.57,"Queens",0,0,0.482,0.07,0.518,0.408,272,0.637,42.9,0.18,1,"no SC",0.48915409707724,2.04434554667973,0.775559606297803
"632",6540,"30Q085",93.4,"SWD",0.428,"Queens",1,1,0.513,0.03,0.487,0.455,657,0.51,23.5,0.139,0,"SC",0.585659174044971,2.41347204368544,1.87088825097652
"633",6553,"30Q092",95.4,"SWD",0.831,"Queens",1,0,0.514,0.011,0.486,0,928,0.86,17.5,0.206,0,"SC",0.26055430300677,1.35236435084584,1.04833307750829
"634",6562,"30Q111",91.9,"SWD",0.965,"Queens",1,0,0.506,0.497,0.494,0.032,316,0.972,27.3,0.307,0,"SC",0.105998727571967,1.118566640609,0.867096509911931
"635",6572,"30Q112",92,"SWD",0.833,"Queens",0,0,0.509,0.202,0.491,0.089,485,0.87,33.3,0.14,1,"no SC",0.301354499475558,3.31835098443953,1.25887670371071
"636",6578,"30Q122",92.9,"SWD",0.536,"Queens",1,1,0.527,0.05,0.473,0.434,1361,0.495,29.6,0.096,0,"SC",0.456509622610542,1.83995897922478,1.42630930634432
"637",6595,"30Q127",92.4,"SWD",0.858,"Queens",1,0,0.514,0.108,0.486,0.016,1299,0.786,22.7,0.169,0,"SC",0.228984476088969,1.29699074660317,1.00540826888542
"638",6607,"30Q148",95.7,"SWD",0.803,"Queens",0,0,0.487,0.003,0.513,0.032,919,0.815,8,0.166,1,"no SC",0.357475749490137,2.79739255439366,1.06124166321567
"639",6621,"30Q149",94.6,"SWD",0.78,"Queens",1,0,0.504,0.013,0.496,0.033,1054,0.799,11.1,0.168,0,"SC",0.340583294598788,1.51649175977664,1.17556224589052
"640",6623,"30Q150",93.6,"SWD",0.553,"Queens",1,1,0.485,0.01,0.515,0.232,1081,0.628,17.6,0.13,0,"SC",0.595578651723799,2.47266867652359,1.91677661548608
"641",6637,"30Q151",93.8,"SWD",0.934,"Queens",1,0,0.475,0.239,0.525,0.066,381,0.846,26.3,0.273,0,"SC",0.153303493319464,1.18106073676917,0.91554101979029
"642",6651,"30Q152",95.2,"SWD",0.77,"Queens",1,0,0.506,0.004,0.494,0.035,1104,0.81,11.5,0.112,0,"SC",0.41288830464771,1.7032534148378,1.32033715103228
"643",6657,"30Q166",91.9,"SWD",0.699,"Queens",0,1,0.492,0.034,0.508,0.223,1075,0.641,15.8,0.112,1,"no SC",0.415839824082401,2.40477208311305,0.912293957860581
"644",6668,"30Q171",91.1,"SWD",0.93,"Queens",1,0,0.505,0.272,0.495,0.062,503,0.879,38.5,0.223,0,"SC",0.157562633641503,1.18703186721475,0.920169752832753
"645",6681,"30Q212",94.9,"SWD",0.606,"Queens",1,0,0.526,0.004,0.474,0.105,784,0.671,9.5,0.163,0,"SC",0.445697044089624,1.80406759397056,1.3984868291132
"646",6693,"30Q234",94.5,"SWD",0.83,"Queens",1,0,0.525,0.065,0.475,0.303,522,0.744,21.4,0.176,0,"SC",0.184910603580343,1.2268592922354,0.951043390558428
"647",6706,"30Q280",94.2,"SWD",0.949,"Queens",1,0,0.507,0.015,0.493,0.01,688,0.862,6.7,0.131,0,"SC",0.218949921651669,1.28032763547592,0.992491268701285
"648",6727,"30Q329",91.5,"SWD",0.939,"Queens",1,0,0.547,0.068,0.453,0.026,380,0.805,29.4,0.184,0,"SC",0.124042058623789,1.14160732241197,0.884957309664076
"649",6730,"31R001",92,"SWD",0.394,"Staten Island",1,0,0.482,0.013,0.518,0.759,465,0.362,26.3,0.288,0,"SC",0.405349988092737,1.6816614478702,1.30359937384491
"650",6738,"31R003",93.5,"SWD",0.3,"Staten Island",1,1,0.54,0.001,0.46,0.78,791,0.237,17.9,0.216,0,"SC",0.417270855866777,1.71606313167577,1.33026705628774
"651",6749,"31R004",92.6,"SWD",0.381,"Staten Island",1,0,0.566,0.017,0.434,0.678,745,0.372,15.2,0.346,0,"SC",0.224813059002046,1.29001141158625,0.999997990395996
"652",6760,"31R005",96.9,"SWD",0.248,"Staten Island",0,0,0.487,0.003,0.513,0.901,302,0.224,0,0.235,1,"no SC",0.550810658506715,1.81550589945203,0.68874513063468
"653",6771,"31R006",93.2,"SWD",0.397,"Staten Island",1,0,0.543,0.005,0.457,0.781,547,0.321,12,0.336,0,"SC",0.223126868019265,1.287211461993,0.997827510397665
"654",6773,"31R008",91.2,"SWD",0.354,"Staten Island",1,1,0.534,0.013,0.466,0.73,601,0.319,36.7,0.215,0,"SC",0.409101564121363,1.6923382078564,1.31187584212592
"655",6784,"31R009",96.1,"SWD",0.416,"Staten Island",1,0,0.513,0.158,0.487,0.497,298,0.412,6.7,0.265,0,"SC",0.394615532266594,1.65184284252296,1.28048442683294
"656",6802,"31R011",93.9,"SWD",0.745,"Staten Island",1,0,0.545,0.182,0.455,0.306,314,0.676,18.2,0.232,0,"SC",0.161813110482467,1.1930513498912,0.924835967817842
"657",6819,"31R016",89.5,"SWD",0.987,"Staten Island",1,0,0.487,0.295,0.513,0.071,522,0.911,44.2,0.32,0,"SC",0.0993014984794355,1.1102494323148,0.86064913161341
"658",6827,"31R018",92.3,"SWD",0.916,"Staten Island",1,0,0.534,0.447,0.466,0.035,573,0.935,27.3,0.384,0,"SC",0.0744057903975636,1.08038705258271,0.837500251338146
"659",6834,"31R019",90.9,"SWD",0.851,"Staten Island",0,0,0.486,0.117,0.514,0.076,591,0.82,36,0.277,1,"no SC",0.198318796887229,5.04238637837561,1.91292083706974
"660",6849,"31R020",92.9,"SWD",0.961,"Staten Island",1,0,0.504,0.17,0.496,0.041,464,0.923,26.5,0.379,0,"SC",0.0842425327685085,1.09199218765116,0.846496382413027
"661",6852,"31R021",89.4,"SWD",0.812,"Staten Island",1,0,0.504,0.27,0.496,0.106,367,0.849,35.7,0.368,0,"SC",0.14343965554186,1.16746007034986,0.904997981980541
"662",6869,"31R022",89.4,"SWD",0.881,"Staten Island",1,0,0.494,0.24,0.506,0.097,983,0.789,38.8,0.269,0,"SC",0.152462475553841,1.17988876144861,0.914632521652342
"663",6881,"31R023",95,"SWD",0.372,"Staten Island",1,0,0.47,0.012,0.53,0.743,564,0.295,11.1,0.266,0,"SC",0.455278831931838,1.83580161488211,1.42308657827333
