"","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","district_75"
"27","07X001","P.S. 001 Courtlandt School","2","2015-16","All Students","All Students",19008,"1687","17321","91.1","113","42","37.2",0
"28","07X001","P.S. 001 Courtlandt School","2","2016-17","All Students","All Students",15944,"1360","14584","91.5","96","30","31.3",0
"29","07X001","P.S. 001 Courtlandt School","2","2017-18","All Students","All Students",17318,"1958","15360","88.7","102","45","44.1",0
"30","07X001","P.S. 001 Courtlandt School","2","2018-19","All Students","All Students",15957,"1498","14459","90.6","95","36","37.9",0
"31","07X001","P.S. 001 Courtlandt School","3","2013-14","All Students","All Students",20156,"1371","18785","93.2","117","28","23.9",0
"32","07X001","P.S. 001 Courtlandt School","3","2014-15","All Students","All Students",21038,"1497","19541","92.9","122","33","27.0",0
"33","07X001","P.S. 001 Courtlandt School","3","2015-16","All Students","All Students",17810,"1311","16499","92.6","103","31","30.1",0
"34","07X001","P.S. 001 Courtlandt School","3","2016-17","All Students","All Students",17235,"1525","15710","91.2","105","33","31.4",0
"35","07X001","P.S. 001 Courtlandt School","3","2017-18","All Students","All Students",17177,"1651","15526","90.4","102","39","38.2",0
"36","07X001","P.S. 001 Courtlandt School","3","2018-19","All Students","All Students",17262,"1668","15594","90.3","105","37","35.2",0
"37","07X001","P.S. 001 Courtlandt School","4","2013-14","All Students","All Students",19336,"1136","18200","94.1","113","22","19.5",0
"38","07X001","P.S. 001 Courtlandt School","4","2014-15","All Students","All Students",21024,"1412","19612","93.3","118","26","22.0",0
"39","07X001","P.S. 001 Courtlandt School","4","2015-16","All Students","All Students",18798,"1241","17557","93.4","111","25","22.5",0
"40","07X001","P.S. 001 Courtlandt School","4","2016-17","All Students","All Students",17419,"1260","16159","92.8","107","26","24.3",0
"41","07X001","P.S. 001 Courtlandt School","4","2017-18","All Students","All Students",17909,"1667","16242","90.7","107","38","35.5",0
"42","07X001","P.S. 001 Courtlandt School","4","2018-19","All Students","All Students",18011,"1596","16415","91.1","109","42","38.5",0
"43","07X001","P.S. 001 Courtlandt School","5","2013-14","All Students","All Students",18218,"1143","17075","93.7","106","22","20.8",0
"44","07X001","P.S. 001 Courtlandt School","5","2014-15","All Students","All Students",18882,"966","17916","94.9","106","20","18.9",0
"45","07X001","P.S. 001 Courtlandt School","5","2015-16","All Students","All Students",20749,"1354","19395","93.5","121","33","27.3",0
"46","07X001","P.S. 001 Courtlandt School","5","2016-17","All Students","All Students",17449,"1375","16074","92.1","103","32","31.1",0
"47","07X001","P.S. 001 Courtlandt School","5","2017-18","All Students","All Students",17346,"1308","16038","92.5","102","28","27.5",0
"48","07X001","P.S. 001 Courtlandt School","5","2018-19","All Students","All Students",16198,"1490","14708","90.8","99","37","37.4",0
"49","07X001","P.S. 001 Courtlandt School","6","2017-18","All Students","All Students",338,"s","s","s","s","s","s",0
"50","07X001","P.S. 001 Courtlandt School","7","2013-14","All Students","All Students",31,"s","s","s","s","s","s",0
"51","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","SWD Status","Not SWD",99893,"7597","92296","92.4","588","166","28.2",0
"52","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","SWD Status","SWD",19639,"1854","17785","90.6","115","42","36.5",0
"53","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","SWD Status","Not SWD",101500,"8470","93030","91.7","590","192","32.5",0
"54","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","SWD Status","SWD",20375,"1792","18583","91.2","118","40","33.9",0
"55","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","SWD Status","Not SWD",93403,"7608","85795","91.9","548","176","32.1",0
"56","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","SWD Status","SWD",21596,"2140","19456","90.1","132","58","43.9",0
"57","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","SWD Status","Not SWD",81900,"7262","74638","91.1","497","168","33.8",0
"58","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","SWD Status","SWD",22310,"2399","19911","89.2","137","53","38.7",0
"59","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","SWD Status","Not SWD",79879,"7757","72122","90.3","477","190","39.8",0
"60","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","SWD Status","SWD",26834,"3131","23703","88.3","161","73","45.3",0
"61","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","SWD Status","Not SWD",72831,"6637","66194","90.9","446","173","38.8",0
"62","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","SWD Status","SWD",27206,"3150","24056","88.4","160","74","46.3",0
"63","07X001","P.S. 001 Courtlandt School","0K","2013-14","SWD Status","Not SWD",16442,"s","s","s","s","s","s",0
"64","07X001","P.S. 001 Courtlandt School","0K","2013-14","SWD Status","SWD",2315,"s","s","s","s","s","s",0
"65","07X001","P.S. 001 Courtlandt School","0K","2014-15","SWD Status","Not SWD",17240,"2149","15091","87.5","105","53","50.5",0
"66","07X001","P.S. 001 Courtlandt School","0K","2014-15","SWD Status","SWD",2920,"362","2558","87.6","17","10","58.8",0
"67","07X001","P.S. 001 Courtlandt School","0K","2015-16","SWD Status","Not SWD",15805,"1726","14079","89.1","93","41","44.1",0
"68","07X001","P.S. 001 Courtlandt School","0K","2015-16","SWD Status","SWD",3888,"536","3352","86.2","25","15","60.0",0
"69","07X001","P.S. 001 Courtlandt School","0K","2016-17","SWD Status","Not SWD",12673,"1510","11163","88.1","81","41","50.6",0
"70","07X001","P.S. 001 Courtlandt School","0K","2016-17","SWD Status","SWD",4493,"593","3900","86.8","28","14","50.0",0
"71","07X001","P.S. 001 Courtlandt School","0K","2017-18","SWD Status","Not SWD",13261,"1560","11701","88.2","82","45","54.9",0
"72","07X001","P.S. 001 Courtlandt School","0K","2017-18","SWD Status","SWD",4617,"678","3939","85.3","30","17","56.7",0
"73","07X001","P.S. 001 Courtlandt School","0K","2018-19","SWD Status","Not SWD",10715,"1189","9526","88.9","66","33","50.0",0
"74","07X001","P.S. 001 Courtlandt School","0K","2018-19","SWD Status","SWD",4817,"643","4174","86.7","28","15","53.6",0
"75","07X001","P.S. 001 Courtlandt School","1","2013-14","SWD Status","Not SWD",18717,"1646","17071","91.2","110","40","36.4",0
"76","07X001","P.S. 001 Courtlandt School","1","2013-14","SWD Status","SWD",2470,"249","2221","89.9","15","6","40.0",0
"77","07X001","P.S. 001 Courtlandt School","1","2014-15","SWD Status","Not SWD",18306,"1882","16424","89.7","109","42","38.5",0
"78","07X001","P.S. 001 Courtlandt School","1","2014-15","SWD Status","SWD",2434,"337","2097","86.2","15","9","60.0",0
"79","07X001","P.S. 001 Courtlandt School","1","2015-16","SWD Status","Not SWD",15920,"1612","14308","89.9","96","41","42.7",0
"80","07X001","P.S. 001 Courtlandt School","1","2015-16","SWD Status","SWD",3021,"281","2740","90.7","18","6","33.3",0
"81","07X001","P.S. 001 Courtlandt School","1","2016-17","SWD Status","Not SWD",15695,"1664","14031","89.4","95","37","38.9",0
"82","07X001","P.S. 001 Courtlandt School","1","2016-17","SWD Status","SWD",3302,"374","2928","88.7","19","8","42.1",0
"83","07X001","P.S. 001 Courtlandt School","1","2017-18","SWD Status","Not SWD",13203,"1484","11719","88.8","78","38","48.7",0
"84","07X001","P.S. 001 Courtlandt School","1","2017-18","SWD Status","SWD",5544,"568","4976","89.8","33","13","39.4",0
"85","07X001","P.S. 001 Courtlandt School","1","2018-19","SWD Status","Not SWD",12472,"1177","11295","90.6","77","33","42.9",0
"86","07X001","P.S. 001 Courtlandt School","1","2018-19","SWD Status","SWD",4605,"526","4079","88.6","27","14","51.9",0
"87","07X001","P.S. 001 Courtlandt School","2","2013-14","SWD Status","Not SWD",18043,"1379","16664","92.4","103","24","23.3",0
"88","07X001","P.S. 001 Courtlandt School","2","2013-14","SWD Status","SWD",3804,"316","3488","91.7","22","7","31.8",0
"89","07X001","P.S. 001 Courtlandt School","2","2014-15","SWD Status","Not SWD",17352,"1437","15915","91.7","101","35","34.7",0
"90","07X001","P.S. 001 Courtlandt School","2","2014-15","SWD Status","SWD",2679,"220","2459","91.8","15","4","26.7",0
"91","07X001","P.S. 001 Courtlandt School","2","2015-16","SWD Status","Not SWD",16021,"1293","14728","91.9","93","31","33.3",0
"92","07X001","P.S. 001 Courtlandt School","2","2015-16","SWD Status","SWD",2987,"394","2593","86.8","20","11","55.0",0
"93","07X001","P.S. 001 Courtlandt School","2","2016-17","SWD Status","Not SWD",12003,"1016","10987","91.5","72","23","31.9",0
"94","07X001","P.S. 001 Courtlandt School","2","2016-17","SWD Status","SWD",3941,"344","3597","91.3","24","7","29.2",0
"95","07X001","P.S. 001 Courtlandt School","2","2017-18","SWD Status","Not SWD",13039,"1336","11703","89.8","77","32","41.6",0
"96","07X001","P.S. 001 Courtlandt School","2","2017-18","SWD Status","SWD",4279,"622","3657","85.5","25","13","52.0",0
"97","07X001","P.S. 001 Courtlandt School","2","2018-19","SWD Status","Not SWD",10707,"915","9792","91.5","64","23","35.9",0
"98","07X001","P.S. 001 Courtlandt School","2","2018-19","SWD Status","SWD",5250,"583","4667","88.9","31","13","41.9",0
"99","07X001","P.S. 001 Courtlandt School","3","2013-14","SWD Status","Not SWD",15795,"888","14907","94.4","92","19","20.7",0
"100","07X001","P.S. 001 Courtlandt School","3","2013-14","SWD Status","SWD",4361,"483","3878","88.9","25","9","36.0",0
"101","07X001","P.S. 001 Courtlandt School","3","2014-15","SWD Status","Not SWD",16994,"1252","15742","92.6","98","30","30.6",0
"102","07X001","P.S. 001 Courtlandt School","3","2014-15","SWD Status","SWD",4044,"245","3799","93.9","24","3","12.5",0
"103","07X001","P.S. 001 Courtlandt School","3","2015-16","SWD Status","Not SWD",14541,"1054","13487","92.8","84","23","27.4",0
"104","07X001","P.S. 001 Courtlandt School","3","2015-16","SWD Status","SWD",3269,"257","3012","92.1","19","8","42.1",0
"105","07X001","P.S. 001 Courtlandt School","3","2016-17","SWD Status","Not SWD",14010,"1095","12915","92.2","84","24","28.6",0
"106","07X001","P.S. 001 Courtlandt School","3","2016-17","SWD Status","SWD",3225,"430","2795","86.7","21","9","42.9",0
"107","07X001","P.S. 001 Courtlandt School","3","2017-18","SWD Status","Not SWD",12686,"s","s","s","s","s","s",0
"108","07X001","P.S. 001 Courtlandt School","3","2017-18","SWD Status","SWD",4491,"416","4075","90.7","26","s","s",0
"109","07X001","P.S. 001 Courtlandt School","3","2018-19","SWD Status","Not SWD",12416,"975","11441","92.1","76","22","28.9",0
"110","07X001","P.S. 001 Courtlandt School","3","2018-19","SWD Status","SWD",4846,"693","4153","85.7","29","15","51.7",0
"111","07X001","P.S. 001 Courtlandt School","4","2013-14","SWD Status","Not SWD",16097,"917","15180","94.3","95","17","17.9",0
"112","07X001","P.S. 001 Courtlandt School","4","2013-14","SWD Status","SWD",3239,"219","3020","93.2","18","5","27.8",0
"113","07X001","P.S. 001 Courtlandt School","4","2014-15","SWD Status","Not SWD",16126,"951","15175","94.1","90","16","17.8",0
"114","07X001","P.S. 001 Courtlandt School","4","2014-15","SWD Status","SWD",4898,"461","4437","90.6","28","10","35.7",0
"115","07X001","P.S. 001 Courtlandt School","4","2015-16","SWD Status","Not SWD",15197,"974","14223","93.6","89","18","20.2",0
"116","07X001","P.S. 001 Courtlandt School","4","2015-16","SWD Status","SWD",3601,"267","3334","92.6","22","7","31.8",0
"117","07X001","P.S. 001 Courtlandt School","4","2016-17","SWD Status","Not SWD",13614,"980","12634","92.8","83","19","22.9",0
"118","07X001","P.S. 001 Courtlandt School","4","2016-17","SWD Status","SWD",3805,"280","3525","92.6","24","7","29.2",0
"119","07X001","P.S. 001 Courtlandt School","4","2017-18","SWD Status","Not SWD",14513,"s","s","s","s","s","s",0
"120","07X001","P.S. 001 Courtlandt School","4","2017-18","SWD Status","SWD",3396,"s","s","s","s","s","s",0
"121","07X001","P.S. 001 Courtlandt School","4","2018-19","SWD Status","Not SWD",13774,"1239","12535","91.0","84","33","39.3",0
"122","07X001","P.S. 001 Courtlandt School","4","2018-19","SWD Status","SWD",4237,"357","3880","91.6","25","9","36.0",0
"123","07X001","P.S. 001 Courtlandt School","5","2013-14","SWD Status","Not SWD",14799,"s","s","s","s","s","s",0
"124","07X001","P.S. 001 Courtlandt School","5","2013-14","SWD Status","SWD",3419,"255","3164","92.5","20","s","s",0
"125","07X001","P.S. 001 Courtlandt School","5","2014-15","SWD Status","Not SWD",15482,"799","14683","94.8","87","16","18.4",0
"126","07X001","P.S. 001 Courtlandt School","5","2014-15","SWD Status","SWD",3400,"167","3233","95.1","19","4","21.1",0
"127","07X001","P.S. 001 Courtlandt School","5","2015-16","SWD Status","Not SWD",15919,"949","14970","94.0","93","22","23.7",0
"128","07X001","P.S. 001 Courtlandt School","5","2015-16","SWD Status","SWD",4830,"405","4425","91.6","28","11","39.3",0
"129","07X001","P.S. 001 Courtlandt School","5","2016-17","SWD Status","Not SWD",13905,"997","12908","92.8","82","24","29.3",0
"130","07X001","P.S. 001 Courtlandt School","5","2016-17","SWD Status","SWD",3544,"378","3166","89.3","21","8","38.1",0
"131","07X001","P.S. 001 Courtlandt School","5","2017-18","SWD Status","Not SWD",13177,"914","12263","93.1","77","18","23.4",0
"132","07X001","P.S. 001 Courtlandt School","5","2017-18","SWD Status","SWD",4169,"394","3775","90.5","25","10","40.0",0
"133","07X001","P.S. 001 Courtlandt School","5","2018-19","SWD Status","Not SWD",12747,"1142","11605","91.0","79","29","36.7",0
"134","07X001","P.S. 001 Courtlandt School","5","2018-19","SWD Status","SWD",3451,"348","3103","89.9","20","8","40.0",0
"135","07X001","P.S. 001 Courtlandt School","6","2017-18","SWD Status","SWD",338,"s","s","s","s","s","s",0
"136","07X001","P.S. 001 Courtlandt School","7","2013-14","SWD Status","SWD",31,"s","s","s","s","s","s",0
"137","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Ethnicity","Asian",759,"s","s","s","s","s","s",0
"138","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Ethnicity","Black",27009,"2337","24672","91.3","158","48","30.4",0
"139","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Ethnicity","Hispanic",93493,"7812","85681","91.6","553","180","32.5",0
"140","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Ethnicity","Other",1051,"s","s","s","s","s","s",0
"141","07X001","P.S. 001 Courtlandt School","All Grades","2013-14","Ethnicity","White",3030,"211","2819","93.0","18","5","27.8",0
"142","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Ethnicity","Asian",636,"s","s","s","s","s","s",0
"143","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Ethnicity","Black",28687,"2715","25972","90.5","169","69","40.8",0
"144","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Ethnicity","Hispanic",94929,"8111","86818","91.5","551","180","32.7",0
"145","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Ethnicity","Other",522,"s","s","s","s","s","s",0
"146","07X001","P.S. 001 Courtlandt School","All Grades","2014-15","Ethnicity","White",3177,"155","3022","95.1","18","3","16.7",0
"147","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Ethnicity","Asian",534,"s","s","s","s","s","s",0
"148","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Ethnicity","Black",26842,"2612","24230","90.3","162","65","40.1",0
"149","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Ethnicity","Hispanic",90226,"7588","82638","91.6","530","186","35.1",0
"150","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Ethnicity","Other",655,"s","s","s","s","s","s",0
"151","07X001","P.S. 001 Courtlandt School","All Grades","2015-16","Ethnicity","White",2826,"156","2670","94.5","17","2","11.8",0
"152","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Ethnicity","Asian",176,"s","s","s","s","s","s",0
"153","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Ethnicity","Black",24354,"2648","21706","89.1","149","64","43.0",0
"154","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Ethnicity","Hispanic",83078,"7509","75569","91.0","505","172","34.1",0
"155","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Ethnicity","Other",307,"s","s","s","s","s","s",0
"156","07X001","P.S. 001 Courtlandt School","All Grades","2016-17","Ethnicity","White",2472,"110","2362","95.6","14","1","7.1",0
"157","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Ethnicity","Asian",527,"s","s","s","s","s","s",0
"158","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Ethnicity","Black",26700,"3376","23324","87.4","163","84","51.5",0
"159","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Ethnicity","Hispanic",88964,"8854","80110","90.0","532","217","40.8",0
"160","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Ethnicity","Other",89,"s","s","s","s","s","s",0
"161","07X001","P.S. 001 Courtlandt School","All Grades","2017-18","Ethnicity","White",1849,"110","1739","94.1","11","1","9.1",0
"162","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Ethnicity","Asian",1030,"s","s","s","s","s","s",0
"163","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Ethnicity","Black",28224,"3676","24548","87.0","178","97","54.5",0
"164","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Ethnicity","Hispanic",85995,"8377","77618","90.3","514","207","40.3",0
"165","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Ethnicity","Other",263,"s","s","s","s","s","s",0
"166","07X001","P.S. 001 Courtlandt School","All Grades","2018-19","Ethnicity","White",1086,"72","1014","93.4","7","2","28.6",0
"167","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Ethnicity","Black",1200,"298","902","75.2","7","6","85.7",0
"168","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Ethnicity","Hispanic",4434,"s","s","s","s","s","s",0
"169","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2013-14","Ethnicity","White",176,"s","s","s","s","s","s",0
"170","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Ethnicity","Black",1691,"245","1446","85.5","10","6","60.0",0
"171","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2014-15","Ethnicity","Hispanic",4385,"533","3852","87.8","28","15","53.6",0
"172","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Ethnicity","Black",1394,"194","1200","86.1","8","6","75.0",0
"173","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2015-16","Ethnicity","Hispanic",4690,"562","4128","88.0","28","17","60.7",0
"174","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Ethnicity","Black",1559,"s","s","s","s","s","s",0
"175","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Ethnicity","Hispanic",4270,"462","3808","89.2","26","13","50.0",0
"176","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2016-17","Ethnicity","White",348,"s","s","s","s","s","s",0
"177","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Ethnicity","Asian",178,"s","s","s","s","s","s",0
"178","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Ethnicity","Black",2504,"359","2145","85.7","16","11","68.8",0
"179","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Ethnicity","Hispanic",8607,"s","s","s","s","s","s",0
"180","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2017-18","Ethnicity","White",127,"s","s","s","s","s","s",0
"181","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Ethnicity","Asian",497,"s","s","s","s","s","s",0
"182","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Ethnicity","Black",4665,"s","s","s","s","s","s",0
"183","07X001","P.S. 001 Courtlandt School","PK in K-12 Schools","2018-19","Ethnicity","Hispanic",11399,"1626","9773","85.7","70","42","60.0",0
"184","07X001","P.S. 001 Courtlandt School","0K","2013-14","Ethnicity","Asian",95,"s","s","s","s","s","s",0
"185","07X001","P.S. 001 Courtlandt School","0K","2013-14","Ethnicity","Black",4535,"537","3998","88.2","26","14","53.8",0
"186","07X001","P.S. 001 Courtlandt School","0K","2013-14","Ethnicity","Hispanic",13737,"1599","12138","88.4","86","42","48.8",0
"187","07X001","P.S. 001 Courtlandt School","0K","2013-14","Ethnicity","White",390,"s","s","s","s","s","s",0
"188","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","Black",4488,"s","s","s","s","s","s",0
"189","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","Hispanic",15404,"1900","13504","87.7","92","46","50.0",0
"190","07X001","P.S. 001 Courtlandt School","0K","2014-15","Ethnicity","White",268,"s","s","s","s","s","s",0
"191","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Black",4827,"760","4067","84.3","30","17","56.7",0
"192","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Hispanic",14349,"1418","12931","90.1","85","37","43.5",0
"193","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","Other",178,"s","s","s","s","s","s",0
"194","07X001","P.S. 001 Courtlandt School","0K","2015-16","Ethnicity","White",339,"s","s","s","s","s","s",0
"195","07X001","P.S. 001 Courtlandt School","0K","2016-17","Ethnicity","Black",5167,"808","4359","84.4","35","20","57.1",0
"196","07X001","P.S. 001 Courtlandt School","0K","2016-17","Ethnicity","Hispanic",11999,"1295","10704","89.2","74","35","47.3",0
"197","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Asian",171,"s","s","s","s","s","s",0
"198","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Black",4653,"537","4116","88.5","29","14","48.3",0
"199","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","Hispanic",12400,"1660","10740","86.6","78","48","61.5",0
"200","07X001","P.S. 001 Courtlandt School","0K","2017-18","Ethnicity","White",654,"s","s","s","s","s","s",0
"201","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","Black",3621,"s","s","s","s","s","s",0
"202","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","Hispanic",11734,"1377","10357","88.3","70","33","47.1",0
"203","07X001","P.S. 001 Courtlandt School","0K","2018-19","Ethnicity","White",177,"s","s","s","s","s","s",0
"204","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Asian",180,"s","s","s","s","s","s",0
"205","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Black",4027,"354","3673","91.2","24","9","37.5",0
"206","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","Hispanic",16260,"1469","14791","91.0","96","36","37.5",0
"207","07X001","P.S. 001 Courtlandt School","1","2013-14","Ethnicity","White",720,"s","s","s","s","s","s",0
"208","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Asian",91,"s","s","s","s","s","s",0
"209","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Black",5364,"631","4733","88.2","33","17","51.5",0
"210","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","Hispanic",14741,"1534","13207","89.6","87","33","37.9",0
"211","07X001","P.S. 001 Courtlandt School","1","2014-15","Ethnicity","White",544,"s","s","s","s","s","s",0
"212","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","Black",4120,"s","s","s","s","s","s",0
"213","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","Hispanic",14643,"1455","13188","90.1","87","36","41.4",0
"214","07X001","P.S. 001 Courtlandt School","1","2015-16","Ethnicity","White",178,"s","s","s","s","s","s",0
"215","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Black",4592,"542","4050","88.2","27","12","44.4",0
"216","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Hispanic",14392,"1493","12899","89.6","87","33","37.9",0
"217","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","Other",2,"s","s","s","s","s","s",0
"218","07X001","P.S. 001 Courtlandt School","1","2016-17","Ethnicity","White",11,"s","s","s","s","s","s",0
"219","07X001","P.S. 001 Courtlandt School","1","2017-18","Ethnicity","Black",5076,"s","s","s","s","s","s",0
